what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1332655207627
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332655217936
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332655220599
error,log,,,"Unhandled event loop exception",1332655220705
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332655220874
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332655228108
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.selectAll",1332655257617
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332655362075
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332655363475
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332655374079
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332655375733
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332655386032
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332655390540
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1332655407116
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332655407262
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332655408089
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1332655409649
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332655409782
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332655410709
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1332655411803
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332655411951
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332655412936
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1332655413634
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332655413775
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332655414674
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1332655416178
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332655416319
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332655417149
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1332655418499
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332655418678
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332655419507
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332655447060
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332655450565
started,bundle,org.eclipse.equinox.p2.garbagecollector,1.0.200.v20110510,"org.eclipse.equinox.p2.garbagecollector",1332655466709
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332655514472
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332655515465
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1332655568072
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332655568217
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332655569153
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1332655569931
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332655570094
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332655570974
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1332655639835
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332655639980
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332655640815
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332655709029
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332655714740
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1332655720716
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332655720851
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332655721749
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1332655722266
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332655722398
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332655723191
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1332655723662
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332655723797
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332655724637
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1332655724932
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332655725072
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332655725932
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1332655726333
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332655726462
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332655727359
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1332655727590
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332655727772
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332655728604
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332655908554
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332655928324
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.newWizard",1332655928446
opened,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1332655928610
activated,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1332655928654
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332655931122
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332655932057
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1332655975942
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332655976083
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332655976983
started,bundle,org.eclipse.wb.os,1.1.0.r37x201109091012,"org.eclipse.wb.os",1332656028245
started,bundle,org.eclipse.wb.os.macosx,1.1.0.r37x201109091012,"org.eclipse.wb.os.macosx",1332656028248
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332656071764
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332656152682
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332656158401
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332656180793
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1332656247412
